ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-39663N|refseq:NP_004178|uniprotkb:P41229	DIP-44574N|refseq:NP_041328|uniprotkb:P03120	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:20133580|pubmed:DIP-15121S	taxid:9606(Homo sapiens)	taxid:333760(Human papillomavirus type 16)	MI:0915(physical association)	MI:0465(dip)	DIP-189055E	dip-quality-status:core	dip:0004(small scale)		-
DIP-6055N|refseq:NP_004039|uniprotkb:P61769	DIP-2736N|uniprotkb:P02786	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)	-	pubmed:20133674|pubmed:DIP-15123S|pubmed:20133674|pubmed:DIP-15123S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189060E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-34646N|refseq:NP_006457|uniprotkb:Q9H1D9	DIP-56155N|uniprotkb:P05423	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:20154270|pubmed:DIP-15131S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189061E	dip-quality-status:core	dip:0004(small scale)		-
DIP-36707N|refseq:NP_004339|uniprotkb:Q13950	DIP-640N|uniprotkb:P17480	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17251981|pubmed:DIP-15995S|pubmed:17251981|pubmed:DIP-15995S|pubmed:20160071|pubmed:DIP-15132S|pubmed:20160071|pubmed:DIP-15132S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189063E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-36707N|refseq:NP_004339|uniprotkb:Q13950	DIP-36665N|refseq:NP_005068|uniprotkb:Q04724	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:20160071|pubmed:DIP-15132S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189064E	dip-quality-status:core	dip:0004(small scale)		-
DIP-36665N|refseq:NP_005068|uniprotkb:Q04724	DIP-640N|uniprotkb:P17480	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:20160071|pubmed:DIP-15132S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189065E	dip-quality-status:core	dip:0004(small scale)		-
DIP-5965N|uniprotkb:P03372	DIP-59233N|uniprotkb:A2AGH6	 -	-	-	-	MI:0096(pull down)	-	pubmed:20351249|pubmed:DIP-15143S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-189066E	dip-quality-status:core	dip:0004(small scale)		-
DIP-5965N|uniprotkb:P03372	DIP-48408N|refseq:NP_932775|uniprotkb:Q6PGF3	 -	-	-	-	MI:0096(pull down)	-	pubmed:20351249|pubmed:DIP-15143S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-189067E	dip-quality-status:core	dip:0004(small scale)		-
DIP-5965N|uniprotkb:P03372	DIP-48407N|refseq:NP_659182|uniprotkb:Q8VCD5	 -	-	-	-	MI:0096(pull down)	-	pubmed:20351249|pubmed:DIP-15143S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-189068E	dip-quality-status:core	dip:0004(small scale)		-
DIP-5965N|uniprotkb:P03372	DIP-59522N|refseq:NP_079591|uniprotkb:Q9CQ39	 -	-	-	-	MI:0096(pull down)	-	pubmed:20351249|pubmed:DIP-15143S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-189069E	dip-quality-status:core	dip:0004(small scale)		-
DIP-368N|uniprotkb:P04637	DIP-29253N|refseq:NP_008868|uniprotkb:P61956	 -	-	-	-	MI:0096(pull down)	-	pubmed:20534433|pubmed:DIP-15156S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189079E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59536N|uniprotkb:Q8IZU3	DIP-29253N|refseq:NP_008868|uniprotkb:P61956	 -	-	-	-	MI:0096(pull down)	-	pubmed:20534433|pubmed:DIP-15156S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189080E	dip-quality-status:core	dip:0004(small scale)		-
DIP-27527N|refseq:NP_001547|uniprotkb:O14920	DIP-59552N|uniprotkb:Q8Y6A8	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:20855622|pubmed:DIP-15172S|pubmed:20855622|pubmed:DIP-15172S	taxid:9606(Homo sapiens)	taxid:1639(Listeria monocytogenes)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189090E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-27550N|uniprotkb:Q12824	DIP-59027N|refseq:NP_057853	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:22140357|pubmed:DIP-15182S	taxid:9606(Homo sapiens)	taxid:11676(human immunodeficiency virus type 1, HIV-1)	MI:0915(physical association)	MI:0465(dip)	DIP-189100E	dip-quality-status:core	dip:0004(small scale)		-
DIP-50704N|uniprotkb:Q9Y3Z3	DIP-59566N	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0676(tandem affinity purification)	-	pubmed:21613998|pubmed:DIP-15183S|pubmed:21613998|pubmed:DIP-15183S	taxid:9606(Homo sapiens)	taxid:11712(Simian immunodeficiency virus - sm)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189101E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-430N|refseq:NP_001914|uniprotkb:Q16531	DIP-59566N	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21613998|pubmed:DIP-15183S|pubmed:21613998|pubmed:DIP-15183S	taxid:9606(Homo sapiens)	taxid:11712(Simian immunodeficiency virus - sm)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189102E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-47048N|refseq:NP_055518|uniprotkb:Q9Y4B6	DIP-59566N	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:21613998|pubmed:DIP-15183S	taxid:9606(Homo sapiens)	taxid:11712(Simian immunodeficiency virus - sm)	MI:0915(physical association)	MI:0465(dip)	DIP-189103E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31610N|uniprotkb:Q13619	DIP-59566N	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0676(tandem affinity purification)	-	pubmed:21613998|pubmed:DIP-15183S|pubmed:21613998|pubmed:DIP-15183S	taxid:9606(Homo sapiens)	taxid:11712(Simian immunodeficiency virus - sm)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189104E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-59566N	DIP-31609N|uniprotkb:Q13620	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:21613998|pubmed:DIP-15183S	taxid:11712(Simian immunodeficiency virus - sm)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189105E	dip-quality-status:core	dip:0004(small scale)		-
DIP-53527N|uniprotkb:Q9BW61	DIP-59566N	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:21613998|pubmed:DIP-15183S	taxid:9606(Homo sapiens)	taxid:11712(Simian immunodeficiency virus - sm)	MI:0915(physical association)	MI:0465(dip)	DIP-189106E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31029N|uniprotkb:Q15047	DIP-32590N|refseq:NP_035644|uniprotkb:O54864	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21430779|pubmed:DIP-15190S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-189107E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31916N|uniprotkb:Q9Z148	DIP-31029N|uniprotkb:Q15047	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21430779|pubmed:DIP-15190S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189108E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31029N|uniprotkb:Q15047	DIP-59572N|uniprotkb:Q5DW34	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21430779|pubmed:DIP-15190S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-189109E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31029N|uniprotkb:Q15047	DIP-34585N|refseq:NP_079033|uniprotkb:Q9H9B1	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21430779|pubmed:DIP-15190S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189110E	dip-quality-status:core	dip:0004(small scale)		-
DIP-32589N|refseq:NP_003164|uniprotkb:O43463	DIP-34585N|refseq:NP_079033|uniprotkb:Q9H9B1	 -	-	-	-	MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21430779|pubmed:DIP-15190S|pubmed:21430779|pubmed:DIP-15190S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189111E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-34461N|uniprotkb:Q96KQ7	DIP-34585N|refseq:NP_079033|uniprotkb:Q9H9B1	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21430779|pubmed:DIP-15190S|pubmed:21430779|pubmed:DIP-15190S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189112E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-31029N|uniprotkb:Q15047	DIP-34461N|uniprotkb:Q96KQ7	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21430779|pubmed:DIP-15190S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189113E	dip-quality-status:core	dip:0004(small scale)		-
DIP-34461N|uniprotkb:Q96KQ7	DIP-32589N|refseq:NP_003164|uniprotkb:O43463	 -	-	-	-	MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21430779|pubmed:DIP-15190S|pubmed:21430779|pubmed:DIP-15190S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189114E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-31029N|uniprotkb:Q15047	DIP-32589N|refseq:NP_003164|uniprotkb:O43463	 -	-	-	-	MI:0096(pull down)	-	pubmed:21430779|pubmed:DIP-15190S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189115E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29194N|refseq:NP_036286|uniprotkb:Q9UKV8	DIP-42216N|refseq:NP_004613|uniprotkb:Q15631	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21552258|pubmed:DIP-15197S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189116E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29463N|refseq:NP_005990|uniprotkb:Q99598	DIP-29194N|refseq:NP_036286|uniprotkb:Q9UKV8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21552258|pubmed:DIP-15197S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189117E	dip-quality-status:core	dip:0004(small scale)		-
DIP-41911N|uniprotkb:Q13404	DIP-41158N|refseq:NP_060140|uniprotkb:Q96FW1	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)	-	pubmed:22367539|pubmed:DIP-15289S|pubmed:22367539|pubmed:DIP-15289S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189129E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-54262N|uniprotkb:Q9UPN9	DIP-52713N|uniprotkb:O15164	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0676(tandem affinity purification)	-	pubmed:21531907|pubmed:DIP-15303S|pubmed:21531907|pubmed:DIP-15303S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189130E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-52713N|uniprotkb:O15164	DIP-30891N|refseq:NP_005753|uniprotkb:Q13263	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0676(tandem affinity purification)	-	pubmed:21531907|pubmed:DIP-15303S|pubmed:21531907|pubmed:DIP-15303S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189131E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-52713N|uniprotkb:O15164	DIP-24220N|uniprotkb:Q92769	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:21531907|pubmed:DIP-15303S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189132E	dip-quality-status:core	dip:0004(small scale)		-
DIP-5986N|refseq:NP_036249|uniprotkb:P45973	DIP-52713N|uniprotkb:O15164	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:21531907|pubmed:DIP-15303S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189133E	dip-quality-status:core	dip:0004(small scale)		-
DIP-5985N|uniprotkb:Q13185	DIP-52713N|uniprotkb:O15164	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:21531907|pubmed:DIP-15303S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189134E	dip-quality-status:core	dip:0004(small scale)		-
DIP-33079N|uniprotkb:P62805	DIP-52713N|uniprotkb:O15164	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:21531907|pubmed:DIP-15303S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189135E	dip-quality-status:core	dip:0004(small scale)		-
DIP-24184N|refseq:NP_004955|uniprotkb:Q13547	DIP-52713N|uniprotkb:O15164	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:21531907|pubmed:DIP-15303S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189136E	dip-quality-status:core	dip:0004(small scale)		-
DIP-52713N|uniprotkb:O15164	DIP-44566N|refseq:NP_065700|uniprotkb:Q9HC52	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:21531907|pubmed:DIP-15303S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189137E	dip-quality-status:core	dip:0004(small scale)		-
DIP-54262N|uniprotkb:Q9UPN9	DIP-30891N|refseq:NP_005753|uniprotkb:Q13263	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:21531907|pubmed:DIP-15303S|pubmed:21531907|pubmed:DIP-15303S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189138E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-50289N|uniprotkb:Q8IWA4	DIP-42832N|uniprotkb:O95140	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19052620|pubmed:DIP-15420S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189309E	dip-quality-status:core	dip:0004(small scale)		-
DIP-50540N|uniprotkb:Q9H5Q4	DIP-56412N|uniprotkb:O00411	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:22003127|pubmed:DIP-15355S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189390E	dip-quality-status:core	dip:0004(small scale)		-
DIP-32944N|refseq:NP_078934|uniprotkb:Q8TEX9	DIP-29382N|refseq:NP_001018125|uniprotkb:Q9BXW9	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:20805509|pubmed:DIP-15433S|pubmed:20805509|pubmed:DIP-15433S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189490E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-53502N|uniprotkb:Q8WXF7	DIP-53502N|uniprotkb:Q8WXF7	-	-	-	-	MI:0030(cross-linking study)|MI:0030(cross-linking study)|MI:0007(anti tag coimmunoprecipitation)|MI:0071(molecular sieving)|MI:0007(anti tag coimmunoprecipitation)|MI:0071(molecular sieving)|MI:0114(x-ray crystallography)|MI:0826(x ray scattering)|MI:0028(cosedimentation in solution)|MI:0007(anti tag coimmunoprecipitation)|MI:0104(static light scattering)|MI:0114(x-ray crystallography)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21368113|pubmed:DIP-15582S|pubmed:21368113|pubmed:DIP-15582S|pubmed:22802620|pubmed:DIP-15740S|pubmed:21220294|pubmed:DIP-15331S|pubmed:22802620|pubmed:DIP-15740S|pubmed:21368113|pubmed:DIP-15582S|pubmed:21220294|pubmed:DIP-15331S|pubmed:21220294|pubmed:DIP-15331S|pubmed:21368113|pubmed:DIP-15582S|pubmed:22802620|pubmed:DIP-15740S|pubmed:21220294|pubmed:DIP-15331S|pubmed:21368113|pubmed:DIP-15582S|pubmed:22802620|pubmed:DIP-15740S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-189041E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-59079N|refseq:NP_006458|uniprotkb:O15318	DIP-56155N|uniprotkb:P05423	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:20154270|pubmed:DIP-15131S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189062E	dip-quality-status:core	dip:0004(small scale)		-
DIP-33876N|uniprotkb:P06241	DIP-33861N|refseq:NP_835488|uniprotkb:Q9H5V8	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:21233420|pubmed:DIP-15214S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189118E	dip-quality-status:core	dip:0004(small scale)		-
DIP-33849N|refseq:NP_005424|uniprotkb:P07947	DIP-33861N|refseq:NP_835488|uniprotkb:Q9H5V8	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:21233420|pubmed:DIP-15214S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189119E	dip-quality-status:core	dip:0004(small scale)		-
DIP-480N|uniprotkb:P06213	DIP-6024N|refseq:NP_000198|uniprotkb:P01308	 -	-	-	-	MI:0114(x-ray crystallography)|MI:0114(x-ray crystallography)|MI:0114(x-ray crystallography)|MI:0401(biochemical)	-	pubmed:23302862|pubmed:DIP-15815S|pubmed:23302862|pubmed:DIP-15815S|pubmed:23302862|pubmed:DIP-15815S|pubmed:11278498|pubmed:DIP-1574S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-189210E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0002(small scale)		-
DIP-59800N|uniprotkb:P97812	DIP-57226N|uniprotkb:Q4KMG0	 -	-	-	-	MI:0065(isothermal titration calorimetry)	-	pubmed:18794898|pubmed:DIP-15449S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-189503E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29053N|refseq:NP_003461|uniprotkb:Q93009	DIP-35019N|refseq:NP_000305|uniprotkb:P60484	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:18716620|pubmed:DIP-15454S|pubmed:18716620|pubmed:DIP-15454S|pubmed:18716620|pubmed:DIP-15454S|pubmed:18716620|pubmed:DIP-15454S|pubmed:18716620|pubmed:DIP-15454S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189519E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-24261N|uniprotkb:P62988	DIP-35019N|refseq:NP_000305|uniprotkb:P60484	 -	-	-	-	MI:0808(comigration in sds page)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18716620|pubmed:DIP-15454S|pubmed:18716620|pubmed:DIP-15454S|pubmed:18716620|pubmed:DIP-15454S|pubmed:18716620|pubmed:DIP-15454S|pubmed:18716620|pubmed:DIP-15454S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189520E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-24227N|refseq:NP_005216|uniprotkb:Q01094	DIP-32595N|refseq:NP_001251|uniprotkb:P49336	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:18794899|pubmed:DIP-15455S|pubmed:18794899|pubmed:DIP-15455S|pubmed:18794899|pubmed:DIP-15455S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189521E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-5736N|refseq:NP_006197|uniprotkb:P16234	DIP-59817N|uniprotkb:A8T7D5	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:18701889|pubmed:DIP-15457S|pubmed:18701889|pubmed:DIP-15457S	taxid:9606(Homo sapiens)	taxid:10359(Human herpesvirus 5)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189524E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
